[4448322.298111] tg3 0000:03:00.0: eth0: 0x00000830: 0x00000000, 0xffffffff, 0xffffffff, 0xffffffff
[4448322.298114] tg3 0000:03:00.0: eth0: 0x00000840: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448420.102112] tg3 0000:03:00.0: eth0: 0x00006900: 0x1b3b0d10, 0x13ca5c86, 0x00000000, 0x00000000
[4448420.102115] tg3 0000:03:00.0: eth0: 0x00006920: 0x00000000, 0x00000000, 0x00000001, 0x00000000
[4448420.102117] tg3 0000:03:00.0: eth0: 0x00007000: 0x00000188, 0x00000000, 0x00000000, 0x0004aa48
[4448420.102120] tg3 0000:03:00.0: eth0: 0x00007010: 0x00000078, 0x01008073, 0x00d70081, 0x03008200
[4448420.102123] tg3 0000:03:00.0: eth0: 0x00007020: 0x00000000, 0x00000000, 0x00000406, 0x10004000
[4448420.102125] tg3 0000:03:00.0: eth0: 0x00007030: 0x00020000, 0x0004aa4c, 0x001f0000, 0x00000000
[4448420.102129] tg3 0000:03:00.0: eth0: 0: Host status block [00000005:00000003:(0000:0000:0000):(0000:0000)]
[4448420.102133] tg3 0000:03:00.0: eth0: 0: NAPI info [00000003:00000003:(0000:0000:01ff):0000:(07e1:0000:0000:0000)]
[4448420.102136] tg3 0000:03:00.0: eth0: 1: Host status block [00000001:00000066:(0000:0000:0000):(074f:0140)]
[4448420.102140] tg3 0000:03:00.0: eth0: 1: NAPI info [00000066:00000066:(0140:0140:01ff):074f:(074f:055c:0000:0000)]
[4448420.102143] tg3 0000:03:00.0: eth0: 2: Host status block [00000001:0000005b:(0e34:0000:0000):(0000:01f5)]
[4448420.102147] tg3 0000:03:00.0: eth0: 2: NAPI info [0000005b:0000005b:(01f5:01f5:01ff):0e34:(0634:0439:0000:0000)]
[4448420.102150] tg3 0000:03:00.0: eth0: 3: Host status block [00000001:00000024:(0000:0000:0000):(0000:013c)]
[4448420.102154] tg3 0000:03:00.0: eth0: 3: NAPI info [0000001c:0000001c:(013c:0150:01ff):07b7:(07b7:07b7:0000:0000)]
[4448420.102157] tg3 0000:03:00.0: eth0: 4: Host status block [00000001:0000004d:(0000:0000:0896):(0000:015f)]
[4448420.102160] tg3 0000:03:00.0: eth0: 4: NAPI info [0000005d:0000005d:(015f:0173:01ff):0896:(0096:0696:0000:0000)]
[4448422.233493] BUG: soft lockup - CPU#0 stuck for 67s! [swapper:0]
[4448422.233494] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448422.233509] CPU 0 
[4448422.233510] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448422.233524] 
[4448422.233526] Pid: 0, comm: swapper Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448422.233529] RIP: 0010:[<ffffffff814e1e3e>]  [<ffffffff814e1e3e>] _spin_lock+0x1e/0x30
[4448422.233533] RSP: 0018:ffff880099803da0  EFLAGS: 00000297
[4448422.233535] RAX: 000000000000421c RBX: ffff880099803da0 RCX: 0000000000000000
[4448422.233537] RDX: 000000000000421b RSI: dead000000200200 RDI: ffff881ff0b200c0
[4448422.233539] RBP: ffffffff8100bc13 R08: ffff88009980db00 R09: 000fc96d3f85a040
[4448422.233541] R10: 0000000000000010 R11: 0000000000000000 R12: ffff880099803d20
[4448422.233543] R13: ffff881ff0a32340 R14: ffff881ff0a32020 R15: ffffffff814e78fb
[4448422.233545] FS:  0000000000000000(0000) GS:ffff880099800000(0000) knlGS:0000000000000000
[4448422.233547] CS:  0010 DS: 0018 ES: 0018 CR0: 000000008005003b
[4448422.233549] CR2: 00000000ef088018 CR3: 0000000001a85000 CR4: 00000000000406f0
[4448422.233551] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448422.233553] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448422.233555] Process swapper (pid: 0, threadinfo ffffffff81a00000, task ffffffff81a8d020)
[4448422.233557] Stack:
[4448422.233558]  ffff880099803e40 ffffffff8143c72a ffffffff8110b5c8 0000000099803dc8
[4448422.233563] <0> 0000000000000092 ffffffff81a8d020 ffffffff81a8d020 ffff880099812730
[4448422.233567] <0> 0000000000000086 ffff880099815f80 ffff880099815f80 0000000000000000
[4448422.233572] Call Trace:
[4448422.233573]  <IRQ> 
[4448422.233577]  [<ffffffff8143c72a>] ? dev_watchdog+0x7a/0x280
[4448422.233580]  [<ffffffff8110b5c8>] ? perf_event_task_tick+0xa8/0x2f0
[4448422.233584]  [<ffffffff8143c6b0>] ? dev_watchdog+0x0/0x280
[4448422.233588]  [<ffffffff8107d0b7>] ? run_timer_softirq+0x197/0x340
[4448422.233592]  [<ffffffff810a13d0>] ? tick_sched_timer+0x0/0xc0
[4448422.233595]  [<ffffffff8102af6d>] ? lapic_next_event+0x1d/0x30
[4448422.233599]  [<ffffffff810726f7>] ? __do_softirq+0xb7/0x1e0
[4448422.233602]  [<ffffffff81095eb0>] ? hrtimer_interrupt+0x140/0x250
[4448422.233606]  [<ffffffff8100c24c>] ? call_softirq+0x1c/0x30
[4448422.233609]  [<ffffffff8100de85>] ? do_softirq+0x65/0xa0
[4448422.233612]  [<ffffffff810724e5>] ? irq_exit+0x85/0x90
[4448422.233616]  [<ffffffff814e7900>] ? smp_apic_timer_interrupt+0x70/0x9b
[4448422.233619]  [<ffffffff8100bc13>] ? apic_timer_interrupt+0x13/0x20
[4448422.233621]  <EOI> 
[4448422.233625]  [<ffffffff81014697>] ? mwait_idle+0x77/0xd0
[4448422.233629]  [<ffffffff814e50aa>] ? atomic_notifier_call_chain+0x1a/0x20
[4448422.233632]  [<ffffffff81009e16>] ? cpu_idle+0xb6/0x110
[4448422.233636]  [<ffffffff814c6bea>] ? rest_init+0x7a/0x80
[4448422.233639]  [<ffffffff81c1cf7b>] ? start_kernel+0x424/0x430
[4448422.233643]  [<ffffffff81c1c33a>] ? x86_64_start_reservations+0x125/0x129
[4448422.233646]  [<ffffffff81c1c438>] ? x86_64_start_kernel+0xfa/0x109
[4448422.233648] Code: 00 00 00 01 74 05 e8 c2 ed d7 ff c9 c3 55 48 89 e5 0f 1f 44 00 00 b8 00 00 01 00 f0 0f c1 07 0f b7 d0 c1 e8 10 39 c2 74 0e f3 90 <0f> b7 17 eb f5 83 3f 00 75 f4 eb df c9 c3 0f 1f 40 00 55 48 89 
[4448422.233669] Call Trace:
[4448422.233670]  <IRQ>  [<ffffffff8143c72a>] ? dev_watchdog+0x7a/0x280
[4448422.233676]  [<ffffffff8110b5c8>] ? perf_event_task_tick+0xa8/0x2f0
[4448422.233680]  [<ffffffff8143c6b0>] ? dev_watchdog+0x0/0x280
[4448422.233683]  [<ffffffff8107d0b7>] ? run_timer_softirq+0x197/0x340
[4448422.233687]  [<ffffffff810a13d0>] ? tick_sched_timer+0x0/0xc0
[4448422.233690]  [<ffffffff8102af6d>] ? lapic_next_event+0x1d/0x30
[4448422.233694]  [<ffffffff810726f7>] ? __do_softirq+0xb7/0x1e0
[4448422.233697]  [<ffffffff81095eb0>] ? hrtimer_interrupt+0x140/0x250
[4448422.233700]  [<ffffffff8100c24c>] ? call_softirq+0x1c/0x30
[4448422.233703]  [<ffffffff8100de85>] ? do_softirq+0x65/0xa0
[4448422.233706]  [<ffffffff810724e5>] ? irq_exit+0x85/0x90
[4448422.233710]  [<ffffffff814e7900>] ? smp_apic_timer_interrupt+0x70/0x9b
[4448422.233713]  [<ffffffff8100bc13>] ? apic_timer_interrupt+0x13/0x20
[4448422.233715]  <EOI>  [<ffffffff81014697>] ? mwait_idle+0x77/0xd0
[4448422.233721]  [<ffffffff814e50aa>] ? atomic_notifier_call_chain+0x1a/0x20
[4448422.233725]  [<ffffffff81009e16>] ? cpu_idle+0xb6/0x110
[4448422.233728]  [<ffffffff814c6bea>] ? rest_init+0x7a/0x80
[4448422.233732]  [<ffffffff81c1cf7b>] ? start_kernel+0x424/0x430
[4448422.233735]  [<ffffffff81c1c33a>] ? x86_64_start_reservations+0x125/0x129
[4448422.233738]  [<ffffffff81c1c438>] ? x86_64_start_kernel+0xfa/0x109
[4448422.849255] BUG: soft lockup - CPU#9 stuck for 67s! [kswapd0:338]
[4448422.849256] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448422.849269] CPU 9 
[4448422.849269] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448422.849281] 
[4448422.849283] Pid: 338, comm: kswapd0 Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448422.849286] RIP: 0010:[<ffffffff814e1e41>]  [<ffffffff814e1e41>] _spin_lock+0x21/0x30
[4448422.849289] RSP: 0018:ffff880099923e10  EFLAGS: 00000297
[4448422.849290] RAX: 0000000000000416 RBX: ffff880099923e10 RCX: 0000000000000000
[4448422.849292] RDX: 0000000000000415 RSI: dead000000200200 RDI: ffff88181e5b4f88
[4448422.849294] RBP: ffffffff8100bc13 R08: ffff88009992db00 R09: 000fc96c842110e4
[4448422.849295] R10: 0000000000000000 R11: 0000000000000001 R12: ffff880099923d90
[4448422.849297] R13: ffff88181e5b4f88 R14: ffff88181e5b4f40 R15: ffffffff814e78fb
[4448422.849299] FS:  0000000000000000(0000) GS:ffff880099920000(0000) knlGS:0000000000000000
[4448422.849301] CS:  0010 DS: 0018 ES: 0018 CR0: 000000008005003b
[4448422.849302] CR2: 00007f758403e180 CR3: 0000000001a85000 CR4: 00000000001406e0
[4448422.849304] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448422.849305] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448422.849307] Process kswapd0 (pid: 338, threadinfo ffff881fed89a000, task ffff881fed899580)
[4448422.849309] Stack:
[4448422.849309]  ffff880099923e40 ffffffff81473268 ffffffff81056af3 ffff881ff2a10000
[4448422.849314] <0> ffff88181e5b5280 ffff880099923e90 ffff880099923ed0 ffffffff8107d0b7
[4448422.849318] <0> ffffffff810a13d0 ffff881ff2a11c20 ffff881ff2a11820 ffff881ff2a11420
[4448422.849322] Call Trace:
[4448422.849323]  <IRQ> 
[4448422.849325]  [<ffffffff81473268>] ? tcp_write_timer+0x28/0x200
[4448422.849328]  [<ffffffff81056af3>] ? scheduler_tick+0xd3/0x270
[4448422.849332]  [<ffffffff8107d0b7>] ? run_timer_softirq+0x197/0x340
[4448422.849335]  [<ffffffff810a13d0>] ? tick_sched_timer+0x0/0xc0
[4448422.849338]  [<ffffffff8102af6d>] ? lapic_next_event+0x1d/0x30
[4448422.849341]  [<ffffffff810726f7>] ? __do_softirq+0xb7/0x1e0
[4448422.849344]  [<ffffffff81095eb0>] ? hrtimer_interrupt+0x140/0x250
[4448422.849347]  [<ffffffff8100c24c>] ? call_softirq+0x1c/0x30
[4448422.849350]  [<ffffffff8100de85>] ? do_softirq+0x65/0xa0
[4448422.849353]  [<ffffffff810724e5>] ? irq_exit+0x85/0x90
[4448422.849356]  [<ffffffff814e7900>] ? smp_apic_timer_interrupt+0x70/0x9b
[4448422.849359]  [<ffffffff8100bc13>] ? apic_timer_interrupt+0x13/0x20
[4448422.849360]  <EOI> 
[4448422.849363]  [<ffffffff81047e5a>] ? flush_tlb_others_ipi+0x11a/0x130
[4448422.849367]  [<ffffffff81047ee6>] ? native_flush_tlb_others+0x76/0x90
[4448422.849370]  [<ffffffff8104800e>] ? flush_tlb_page+0x5e/0xb0
[4448422.849373]  [<ffffffff81046f50>] ? ptep_clear_flush_young+0x50/0x70
[4448422.849377]  [<ffffffff81146874>] ? page_referenced_one+0xa4/0x1e0
[4448422.849380]  [<ffffffff8114738f>] ? page_referenced+0x25f/0x370
[4448422.849383]  [<ffffffff8112c3d4>] ? shrink_active_list+0x1d4/0x510
[4448422.849387]  [<ffffffff8112665a>] ? determine_dirtyable_memory+0x1a/0x30
[4448422.849390]  [<ffffffff8112ca5d>] ? shrink_zone+0x34d/0x520
[4448422.849393]  [<ffffffff811223bd>] ? zone_watermark_ok_safe+0xad/0xc0
[4448422.849396]  [<ffffffff8112dff9>] ? balance_pgdat+0x6f9/0x7f0
[4448422.849399]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448422.849403]  [<ffffffff81134d66>] ? set_pgdat_percpu_threshold+0xa6/0xd0
[4448422.849406]  [<ffffffff8112e224>] ? kswapd+0x134/0x3b0
[4448422.849409]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448422.849412]  [<ffffffff8112e0f0>] ? kswapd+0x0/0x3b0
[4448422.849415]  [<ffffffff81090fc6>] ? kthread+0x96/0xa0
[4448422.849418]  [<ffffffff8100c14a>] ? child_rip+0xa/0x20
[4448422.849421]  [<ffffffff81090f30>] ? kthread+0x0/0xa0
[4448422.849423]  [<ffffffff8100c140>] ? child_rip+0x0/0x20
[4448422.849424] Code: 01 74 05 e8 c2 ed d7 ff c9 c3 55 48 89 e5 0f 1f 44 00 00 b8 00 00 01 00 f0 0f c1 07 0f b7 d0 c1 e8 10 39 c2 74 0e f3 90 0f b7 17 <eb> f5 83 3f 00 75 f4 eb df c9 c3 0f 1f 40 00 55 48 89 e5 0f 1f 
[4448422.849442] Call Trace:
[4448422.849443]  <IRQ>  [<ffffffff81473268>] ? tcp_write_timer+0x28/0x200
[4448422.849448]  [<ffffffff81056af3>] ? scheduler_tick+0xd3/0x270
[4448422.849452]  [<ffffffff8107d0b7>] ? run_timer_softirq+0x197/0x340
[4448422.849455]  [<ffffffff810a13d0>] ? tick_sched_timer+0x0/0xc0
[4448422.849458]  [<ffffffff8102af6d>] ? lapic_next_event+0x1d/0x30
[4448422.849461]  [<ffffffff810726f7>] ? __do_softirq+0xb7/0x1e0
[4448422.849464]  [<ffffffff81095eb0>] ? hrtimer_interrupt+0x140/0x250
[4448422.849467]  [<ffffffff8100c24c>] ? call_softirq+0x1c/0x30
[4448422.849469]  [<ffffffff8100de85>] ? do_softirq+0x65/0xa0
[4448422.849472]  [<ffffffff810724e5>] ? irq_exit+0x85/0x90
[4448422.849475]  [<ffffffff814e7900>] ? smp_apic_timer_interrupt+0x70/0x9b
[4448422.849478]  [<ffffffff8100bc13>] ? apic_timer_interrupt+0x13/0x20
[4448422.849479]  <EOI>  [<ffffffff81047e5a>] ? flush_tlb_others_ipi+0x11a/0x130
[4448422.849485]  [<ffffffff81047ee6>] ? native_flush_tlb_others+0x76/0x90
[4448422.849488]  [<ffffffff8104800e>] ? flush_tlb_page+0x5e/0xb0
[4448422.849491]  [<ffffffff81046f50>] ? ptep_clear_flush_young+0x50/0x70
[4448422.849495]  [<ffffffff81146874>] ? page_referenced_one+0xa4/0x1e0
[4448422.849498]  [<ffffffff8114738f>] ? page_referenced+0x25f/0x370
[4448422.849501]  [<ffffffff8112c3d4>] ? shrink_active_list+0x1d4/0x510
[4448422.849505]  [<ffffffff8112665a>] ? determine_dirtyable_memory+0x1a/0x30
[4448422.849508]  [<ffffffff8112ca5d>] ? shrink_zone+0x34d/0x520
[4448422.849511]  [<ffffffff811223bd>] ? zone_watermark_ok_safe+0xad/0xc0
[4448422.849514]  [<ffffffff8112dff9>] ? balance_pgdat+0x6f9/0x7f0
[4448422.849517]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448422.849520]  [<ffffffff81134d66>] ? set_pgdat_percpu_threshold+0xa6/0xd0
[4448422.849523]  [<ffffffff8112e224>] ? kswapd+0x134/0x3b0
[4448422.849526]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448422.849529]  [<ffffffff8112e0f0>] ? kswapd+0x0/0x3b0
[4448422.849532]  [<ffffffff81090fc6>] ? kthread+0x96/0xa0
[4448422.849535]  [<ffffffff8100c14a>] ? child_rip+0xa/0x20
[4448422.849538]  [<ffffffff81090f30>] ? kthread+0x0/0xa0
[4448422.849540]  [<ffffffff8100c140>] ? child_rip+0x0/0x20
[4448422.975002] BUG: soft lockup - CPU#11 stuck for 67s! [DragoonAgent:6269]
[4448422.975004] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448422.975019] CPU 11 
[4448422.975020] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448422.975034] 
[4448422.975036] Pid: 6269, comm: DragoonAgent Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448422.975040] RIP: 0010:[<ffffffff81047e60>]  [<ffffffff81047e60>] flush_tlb_others_ipi+0x120/0x130
[4448422.975044] RSP: 0018:ffff881ff08df780  EFLAGS: 00000246
[4448422.975046] RAX: 0000000000000000 RBX: ffff881ff08df7c0 RCX: 000000000000001a
[4448422.975048] RDX: 0000000000000000 RSI: 0000000000000040 RDI: ffffffff81e14b58
[4448422.975050] RBP: ffffffff8100bc0e R08: 0000000000000001 R09: 0000000000000040
[4448422.975052] R10: ffff880028409940 R11: 0000000000000002 R12: ffff881ff08df7c0
[4448422.975054] R13: ffffffff8100bc0e R14: ffff881ff08df758 R15: ffff881f00000002
[4448422.975056] FS:  00007f870ffff700(0000) GS:ffff880099960000(0000) knlGS:0000000000000000
[4448422.975058] CS:  0010 DS: 0000 ES: 0000 CR0: 000000008005003b
[4448422.975060] CR2: 00000000eeec8018 CR3: 0000001fecb42000 CR4: 00000000001406e0
[4448422.975062] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448422.975064] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448422.975066] Process DragoonAgent (pid: 6269, threadinfo ffff881ff08de000, task ffff881feb8f00c0)
[4448422.975068] Stack:
[4448422.975069]  00007f682a6e2000 ffffffff81e14b40 ffff881ff2abd540 ffff881b9a0ca200
[4448422.975074] <0> 00007f682a6e2000 ffff881b9a0ca4c8 ffff8811d4258c38 ffff880cdf3c1710
[4448422.975078] <0> ffff881ff08df7f0 ffffffff81047ee6 ffff881ff08df7f0 ffff881b9a0ca200
[4448422.975083] Call Trace:
[4448422.975087]  [<ffffffff81047ee6>] ? native_flush_tlb_others+0x76/0x90
[4448422.975090]  [<ffffffff8104800e>] ? flush_tlb_page+0x5e/0xb0
[4448422.975094]  [<ffffffff81146a65>] ? try_to_unmap_one+0xb5/0x500
[4448422.975097]  [<ffffffff8102ffce>] ? physflat_send_IPI_mask+0xe/0x10
[4448422.975101]  [<ffffffff811478c1>] ? try_to_unmap_file+0xb1/0x7b0
[4448422.975105]  [<ffffffff8115b2bb>] ? compaction_alloc+0x3b/0x3e0
[4448422.975109]  [<ffffffff8114803f>] ? try_to_unmap+0x2f/0x70
[4448422.975112]  [<ffffffff81165ac9>] ? migrate_pages+0x239/0x4b0
[4448422.975115]  [<ffffffff8115b280>] ? compaction_alloc+0x0/0x3e0
[4448422.975118]  [<ffffffff81042d14>] ? __do_page_fault+0x1e4/0x480
[4448422.975122]  [<ffffffff8115bb71>] ? compact_zone+0x511/0x820
[4448422.975125]  [<ffffffff8113dc54>] ? handle_mm_fault+0x1e4/0x2b0
[4448422.975128]  [<ffffffff8102ffce>] ? physflat_send_IPI_mask+0xe/0x10
[4448422.975131]  [<ffffffff8115c101>] ? compact_zone_order+0xa1/0xe0
[4448422.975135]  [<ffffffff8115c25c>] ? try_to_compact_pages+0x11c/0x190
[4448422.975138]  [<ffffffff81070d37>] ? current_fs_time+0x27/0x30
[4448422.975142]  [<ffffffff81190497>] ? __d_lookup+0xa7/0x150
[4448422.975146]  [<ffffffff81125680>] ? __alloc_pages_nodemask+0x5f0/0x930
[4448422.975151]  [<ffffffff81159b6a>] ? alloc_pages_current+0xaa/0x110
[4448422.975154]  [<ffffffff8112308e>] ? __get_free_pages+0xe/0x50
[4448422.975158]  [<ffffffff81067e04>] ? copy_process+0xe4/0x13b0
[4448422.975161]  [<ffffffff81184c15>] ? putname+0x45/0x50
[4448422.975165]  [<ffffffff811886e2>] ? user_path_at+0x62/0xa0
[4448422.975168]  [<ffffffff81069164>] ? do_fork+0x94/0x480
[4448422.975172]  [<ffffffff810df525>] ? call_rcu_sched+0x15/0x20
[4448422.975176]  [<ffffffff810df53e>] ? call_rcu+0xe/0x10
[4448422.975179]  [<ffffffff810095a8>] ? sys_clone+0x28/0x30
[4448422.975183]  [<ffffffff8100b413>] ? stub_clone+0x13/0x20
[4448422.975187]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448422.975189] Code: 44 00 00 48 8b 05 a1 3f bb 00 41 8d b5 f0 00 00 00 4c 89 e7 ff 90 e0 00 00 00 eb 09 0f 1f 80 00 00 00 00 f3 90 8b 35 20 af ba 00 <4c> 89 e7 e8 88 a3 21 00 85 c0 74 ec eb 90 66 90 55 48 89 e5 48 
[4448422.975210] Call Trace:
[4448422.975214]  [<ffffffff81047ee6>] ? native_flush_tlb_others+0x76/0x90
[4448422.975217]  [<ffffffff8104800e>] ? flush_tlb_page+0x5e/0xb0
[4448422.975221]  [<ffffffff81146a65>] ? try_to_unmap_one+0xb5/0x500
[4448422.975224]  [<ffffffff8102ffce>] ? physflat_send_IPI_mask+0xe/0x10
[4448422.975228]  [<ffffffff811478c1>] ? try_to_unmap_file+0xb1/0x7b0
[4448422.975231]  [<ffffffff8115b2bb>] ? compaction_alloc+0x3b/0x3e0
[4448422.975235]  [<ffffffff8114803f>] ? try_to_unmap+0x2f/0x70
[4448422.975238]  [<ffffffff81165ac9>] ? migrate_pages+0x239/0x4b0
[4448422.975241]  [<ffffffff8115b280>] ? compaction_alloc+0x0/0x3e0
[4448422.975244]  [<ffffffff81042d14>] ? __do_page_fault+0x1e4/0x480
[4448422.975247]  [<ffffffff8115bb71>] ? compact_zone+0x511/0x820
[4448422.975250]  [<ffffffff8113dc54>] ? handle_mm_fault+0x1e4/0x2b0
[4448422.975254]  [<ffffffff8102ffce>] ? physflat_send_IPI_mask+0xe/0x10
[4448422.975257]  [<ffffffff8115c101>] ? compact_zone_order+0xa1/0xe0
[4448422.975260]  [<ffffffff8115c25c>] ? try_to_compact_pages+0x11c/0x190
[4448422.975263]  [<ffffffff81070d37>] ? current_fs_time+0x27/0x30
[4448422.975266]  [<ffffffff81190497>] ? __d_lookup+0xa7/0x150
[4448422.975270]  [<ffffffff81125680>] ? __alloc_pages_nodemask+0x5f0/0x930
[4448422.975274]  [<ffffffff81159b6a>] ? alloc_pages_current+0xaa/0x110
[4448422.975278]  [<ffffffff8112308e>] ? __get_free_pages+0xe/0x50
[4448422.975281]  [<ffffffff81067e04>] ? copy_process+0xe4/0x13b0
[4448422.975285]  [<ffffffff81184c15>] ? putname+0x45/0x50
[4448422.975288]  [<ffffffff811886e2>] ? user_path_at+0x62/0xa0
[4448422.975291]  [<ffffffff81069164>] ? do_fork+0x94/0x480
[4448422.975295]  [<ffffffff810df525>] ? call_rcu_sched+0x15/0x20
[4448422.975298]  [<ffffffff810df53e>] ? call_rcu+0xe/0x10
[4448422.975301]  [<ffffffff810095a8>] ? sys_clone+0x28/0x30
[4448422.975305]  [<ffffffff8100b413>] ? stub_clone+0x13/0x20
[4448422.975309]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448423.274400] BUG: soft lockup - CPU#15 stuck for 67s! [nginx:9249]
[4448423.274402] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448423.274418] CPU 15 
[4448423.274419] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448423.274434] 
[4448423.274436] Pid: 9249, comm: nginx Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448423.274439] RIP: 0010:[<ffffffff814e1e41>]  [<ffffffff814e1e41>] _spin_lock+0x21/0x30
[4448423.274444] RSP: 0018:ffff88047a45d318  EFLAGS: 00000287
[4448423.274446] RAX: 00000000000099a0 RBX: ffff88047a45d318 RCX: ffff88047a45d4c0
[4448423.274448] RDX: 000000000000999c RSI: 0000000000000001 RDI: ffff881fed367598
[4448423.274451] RBP: ffffffff8100bc0e R08: ffffea003ec2f668 R09: ffff88000001cd80
[4448423.274453] R10: 0000000000000000 R11: 0000000000000000 R12: 0000000000000000
[4448423.274455] R13: 0000000000036c20 R14: 0000000000012ae0 R15: ffff88047a45c000
[4448423.274458] FS:  00007f6897b8a740(0000) GS:ffff8800999e0000(0000) knlGS:0000000000000000
[4448423.274461] CS:  0010 DS: 0000 ES: 0000 CR0: 000000008005003b
[4448423.274463] CR2: 00000000ef0ca000 CR3: 0000001d07cab000 CR4: 00000000001406e0
[4448423.274465] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448423.274468] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448423.274470] Process nginx (pid: 9249, threadinfo ffff88047a45c000, task ffff881ff0fa5500)
[4448423.274472] Stack:
[4448423.274473]  ffff88047a45d3c8 ffffffff811471ce ffff881ff0fa5500 0000000000000000
[4448423.274479] <0> 0000000000000000 000000000001cd80 ffff881fed367598 ffff88047a45d4c0
[4448423.274484] <0> 000000003f840100 0000000000061200 ffff881ff0fa5500 0000000000000046
[4448423.274489] Call Trace:
[4448423.274493]  [<ffffffff811471ce>] ? page_referenced+0x9e/0x370
[4448423.274497]  [<ffffffff8112b429>] ? shrink_page_list.clone.0+0x149/0x600
[4448423.274502]  [<ffffffff8112bbdb>] ? shrink_inactive_list+0x2fb/0x740
[4448423.274506]  [<ffffffff8141254e>] ? __kfree_skb+0x1e/0xa0
[4448423.274510]  [<ffffffff8141260b>] ? consume_skb+0x3b/0x80
