[4448322.298111] tg3 0000:03:00.0: eth0: 0x00000830: 0x00000000, 0xffffffff, 0xffffffff, 0xffffffff
[4448322.298114] tg3 0000:03:00.0: eth0: 0x00000840: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448423.274516]  [<ffffffffa0146543>] ? tg3_start_xmit+0x433/0xd70 [tg3]
[4448423.274520]  [<ffffffff81269910>] ? swiotlb_map_page+0x0/0x100
[4448423.274524]  [<ffffffff8112ca9f>] ? shrink_zone+0x38f/0x520
[4448423.274528]  [<ffffffff8109bf59>] ? ktime_get_ts+0xa9/0xe0
[4448423.274532]  [<ffffffff8112cd2e>] ? do_try_to_free_pages+0xfe/0x520
[4448423.274536]  [<ffffffff81115eef>] ? zone_watermark_ok+0x1f/0x30
[4448423.274540]  [<ffffffff8112d33f>] ? try_to_free_pages+0x9f/0x130
[4448423.274544]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448423.274549]  [<ffffffff81125498>] ? __alloc_pages_nodemask+0x408/0x930
[4448423.274553]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448423.274557]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448423.274560]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448423.274564]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448423.274569]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448423.274572]  [<ffffffff81160f4f>] ? kmem_cache_alloc_node_notrace+0x6f/0x130
[4448423.274577]  [<ffffffff8116118b>] ? __kmalloc_node+0x7b/0x100
[4448423.274581]  [<ffffffff811253ac>] ? __alloc_pages_nodemask+0x31c/0x930
[4448423.274585]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448423.274589]  [<ffffffff81461b51>] ? sk_stream_alloc_skb+0x41/0x110
[4448423.274593]  [<ffffffff81461f90>] ? tcp_sendmsg+0x370/0xa30
[4448423.274597]  [<ffffffff8140acca>] ? sock_sendmsg+0x11a/0x150
[4448423.274602]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448423.274605]  [<ffffffff814df55e>] ? thread_return+0x4e/0x760
[4448423.274609]  [<ffffffff8107c83c>] ? lock_timer_base+0x3c/0x70
[4448423.274614]  [<ffffffff8107d362>] ? del_timer_sync+0x22/0x30
[4448423.274617]  [<ffffffff814e034a>] ? schedule_timeout+0x19a/0x2e0
[4448423.274621]  [<ffffffff8140b5c9>] ? sys_sendto+0x139/0x190
[4448423.274626]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448423.274628] Code: 01 74 05 e8 c2 ed d7 ff c9 c3 55 48 89 e5 0f 1f 44 00 00 b8 00 00 01 00 f0 0f c1 07 0f b7 d0 c1 e8 10 39 c2 74 0e f3 90 0f b7 17 <eb> f5 83 3f 00 75 f4 eb df c9 c3 0f 1f 40 00 55 48 89 e5 0f 1f 
[4448423.274649] Call Trace:
[4448423.274653]  [<ffffffff811471ce>] ? page_referenced+0x9e/0x370
[4448423.274656]  [<ffffffff8112b429>] ? shrink_page_list.clone.0+0x149/0x600
[4448423.274660]  [<ffffffff8112bbdb>] ? shrink_inactive_list+0x2fb/0x740
[4448423.274664]  [<ffffffff8141254e>] ? __kfree_skb+0x1e/0xa0
[4448423.274668]  [<ffffffff8141260b>] ? consume_skb+0x3b/0x80
[4448423.274673]  [<ffffffffa0146543>] ? tg3_start_xmit+0x433/0xd70 [tg3]
[4448423.274677]  [<ffffffff81269910>] ? swiotlb_map_page+0x0/0x100
[4448423.274680]  [<ffffffff8112ca9f>] ? shrink_zone+0x38f/0x520
[4448423.274684]  [<ffffffff8109bf59>] ? ktime_get_ts+0xa9/0xe0
[4448423.274688]  [<ffffffff8112cd2e>] ? do_try_to_free_pages+0xfe/0x520
[4448423.274692]  [<ffffffff81115eef>] ? zone_watermark_ok+0x1f/0x30
[4448423.274696]  [<ffffffff8112d33f>] ? try_to_free_pages+0x9f/0x130
[4448423.274700]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448423.274704]  [<ffffffff81125498>] ? __alloc_pages_nodemask+0x408/0x930
[4448423.274708]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448423.274712]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448423.274715]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448423.274719]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448423.274723]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448423.274726]  [<ffffffff81160f4f>] ? kmem_cache_alloc_node_notrace+0x6f/0x130
[4448423.274730]  [<ffffffff8116118b>] ? __kmalloc_node+0x7b/0x100
[4448423.274734]  [<ffffffff811253ac>] ? __alloc_pages_nodemask+0x31c/0x930
[4448423.274738]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448423.274742]  [<ffffffff81461b51>] ? sk_stream_alloc_skb+0x41/0x110
[4448423.274746]  [<ffffffff81461f90>] ? tcp_sendmsg+0x370/0xa30
[4448423.274750]  [<ffffffff8140acca>] ? sock_sendmsg+0x11a/0x150
[4448423.274754]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448423.274757]  [<ffffffff814df55e>] ? thread_return+0x4e/0x760
[4448423.274761]  [<ffffffff8107c83c>] ? lock_timer_base+0x3c/0x70
[4448423.274766]  [<ffffffff8107d362>] ? del_timer_sync+0x22/0x30
[4448423.274769]  [<ffffffff814e034a>] ? schedule_timeout+0x19a/0x2e0
[4448423.274772]  [<ffffffff8140b5c9>] ? sys_sendto+0x139/0x190
[4448423.274777]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448423.400147] BUG: soft lockup - CPU#17 stuck for 67s! [java:29129]
[4448423.400149] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448423.400164] CPU 17 
[4448423.400165] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448423.400180] 
[4448423.400182] Pid: 29129, comm: java Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448423.400185] RIP: 0010:[<ffffffff814e1e3e>]  [<ffffffff814e1e3e>] _spin_lock+0x1e/0x30
[4448423.400190] RSP: 0000:ffff88191f2b5b48  EFLAGS: 00000287
[4448423.400192] RAX: 0000000000004fe0 RBX: ffff88191f2b5b48 RCX: 0000000000000000
[4448423.400194] RDX: 0000000000004fdf RSI: ffff881fecb8c100 RDI: ffffffff81e146d0
[4448423.400197] RBP: ffffffff8100bc0e R08: ffff881fecb8c3c8 R09: 0000000000000000
[4448423.400199] R10: 00007f7533bfa950 R11: 0000000000000206 R12: 0000000000000000
[4448423.400201] R13: 0000000000000000 R14: 0000000000000001 R15: 0000000000000008
[4448423.400204] FS:  00007f7533bfb700(0000) GS:ffff880099a20000(0000) knlGS:0000000000000000
[4448423.400207] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
[4448423.400209] CR2: 00007f758403ee00 CR3: 0000001dd0569000 CR4: 00000000001406e0
[4448423.400211] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448423.400214] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448423.400216] Process java (pid: 29129, threadinfo ffff88191f2b4000, task ffff881d75b694c0)
[4448423.400218] Stack:
[4448423.400219]  ffff88191f2b5b98 ffffffff81047da9 00007f758403ee00 ffffffff81e146c0
[4448423.400225] <0> ffff88191f2b5bd8 ffff881fecb8c100 00007f758403ee00 ffff881fecb8c3c8
[4448423.400230] <0> 0000000000000008 ffffea0053e425e8 ffff88191f2b5bc8 ffffffff81047ee6
[4448423.400235] Call Trace:
[4448423.400239]  [<ffffffff81047da9>] ? flush_tlb_others_ipi+0x69/0x130
[4448423.400243]  [<ffffffff81047ee6>] ? native_flush_tlb_others+0x76/0x90
[4448423.400247]  [<ffffffff8104800e>] ? flush_tlb_page+0x5e/0xb0
[4448423.400251]  [<ffffffff81046fdd>] ? ptep_set_access_flags+0x6d/0x70
[4448423.400255]  [<ffffffff8113c58b>] ? do_wp_page+0x44b/0x8d0
[4448423.400258]  [<ffffffff810a3e57>] ? futex_wait+0x227/0x380
[4448423.400262]  [<ffffffff8113d1ed>] ? handle_pte_fault+0x2cd/0xb50
[4448423.400266]  [<ffffffff810a360e>] ? futex_wake+0x10e/0x120
[4448423.400270]  [<ffffffff8113dc54>] ? handle_mm_fault+0x1e4/0x2b0
[4448423.400273]  [<ffffffff810a5550>] ? do_futex+0x100/0xb00
[4448423.400277]  [<ffffffff81042c69>] ? __do_page_fault+0x139/0x480
[4448423.400281]  [<ffffffff8117d084>] ? cp_new_stat+0xe4/0x100
[4448423.400286]  [<ffffffff814e4f8e>] ? do_page_fault+0x3e/0xa0
[4448423.400289]  [<ffffffff814e2345>] ? page_fault+0x25/0x30
[4448423.400291] Code: 00 00 00 01 74 05 e8 c2 ed d7 ff c9 c3 55 48 89 e5 0f 1f 44 00 00 b8 00 00 01 00 f0 0f c1 07 0f b7 d0 c1 e8 10 39 c2 74 0e f3 90 <0f> b7 17 eb f5 83 3f 00 75 f4 eb df c9 c3 0f 1f 40 00 55 48 89 
[4448423.400313] Call Trace:
[4448423.400316]  [<ffffffff814df55e>] ? thread_return+0x4e/0x760
[4448423.400320]  [<ffffffff81047da9>] ? flush_tlb_others_ipi+0x69/0x130
[4448423.400324]  [<ffffffff81047ee6>] ? native_flush_tlb_others+0x76/0x90
[4448423.400328]  [<ffffffff8104800e>] ? flush_tlb_page+0x5e/0xb0
[4448423.400332]  [<ffffffff81046fdd>] ? ptep_set_access_flags+0x6d/0x70
[4448423.400336]  [<ffffffff8113c58b>] ? do_wp_page+0x44b/0x8d0
[4448423.400339]  [<ffffffff810a3e57>] ? futex_wait+0x227/0x380
[4448423.400343]  [<ffffffff8113d1ed>] ? handle_pte_fault+0x2cd/0xb50
[4448423.400347]  [<ffffffff810a360e>] ? futex_wake+0x10e/0x120
[4448423.400350]  [<ffffffff8113dc54>] ? handle_mm_fault+0x1e4/0x2b0
[4448423.400354]  [<ffffffff810a5550>] ? do_futex+0x100/0xb00
[4448423.400357]  [<ffffffff81042c69>] ? __do_page_fault+0x139/0x480
[4448423.400362]  [<ffffffff8117d084>] ? cp_new_stat+0xe4/0x100
[4448423.400366]  [<ffffffff814e4f8e>] ? do_page_fault+0x3e/0xa0
[4448423.400370]  [<ffffffff814e2345>] ? page_fault+0x25/0x30
[4448423.573798] BUG: soft lockup - CPU#19 stuck for 67s! [nginx:9254]
[4448423.573799] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448423.573808] CPU 19 
[4448423.573809] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448423.573817] 
[4448423.573818] Pid: 9254, comm: nginx Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448423.573821] RIP: 0010:[<ffffffff814e1e3e>]  [<ffffffff814e1e3e>] _spin_lock+0x1e/0x30
[4448423.573825] RSP: 0018:ffff881db9bf9668  EFLAGS: 00000293
[4448423.573826] RAX: 00000000000095f9 RBX: ffff881db9bf9668 RCX: 0000000000000000
[4448423.573827] RDX: 00000000000095f7 RSI: ffff881fed7d8800 RDI: ffffffff81e14b50
[4448423.573829] RBP: ffffffff8100bc0e R08: ffff881fed7d8ac8 R09: 0000000000000000
[4448423.573830] R10: 0000000000000000 R11: 0000000000000000 R12: 000000010c06b000
[4448423.573831] R13: ffff881db9bf9618 R14: ffffffff8116a4b8 R15: ffff881db9bf9608
[4448423.573833] FS:  00007f6897b8a740(0000) GS:ffff880099a60000(0000) knlGS:0000000000000000
[4448423.573834] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
[4448423.573835] CR2: 00000000ef030018 CR3: 0000000cdbed0000 CR4: 00000000001406e0
[4448423.573836] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448423.573837] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448423.573839] Process nginx (pid: 9254, threadinfo ffff881db9bf8000, task ffff8800a039e080)
[4448423.573840] Stack:
[4448423.573840]  ffff881db9bf96b8 ffffffff81047da9 00007f689735b000 ffffffff81e14b40
[4448423.573843] <0> ffff881fefdb6de0 ffff881fed7d8800 00007f689735b000 ffff881fed7d8ac8
[4448423.573846] <0> ffffea00005e9688 ffff881db9bf9824 ffff881db9bf96e8 ffffffff81047ee6
[4448423.573849] Call Trace:
[4448423.573851]  [<ffffffff81047da9>] ? flush_tlb_others_ipi+0x69/0x130
[4448423.573854]  [<ffffffff81047ee6>] ? native_flush_tlb_others+0x76/0x90
[4448423.573857]  [<ffffffff8104800e>] ? flush_tlb_page+0x5e/0xb0
[4448423.573859]  [<ffffffff81046f50>] ? ptep_clear_flush_young+0x50/0x70
[4448423.573862]  [<ffffffff81146874>] ? page_referenced_one+0xa4/0x1e0
[4448423.573864]  [<ffffffff8114738f>] ? page_referenced+0x25f/0x370
[4448423.573867]  [<ffffffff8112c3d4>] ? shrink_active_list+0x1d4/0x510
[4448423.573870]  [<ffffffff8112665a>] ? determine_dirtyable_memory+0x1a/0x30
[4448423.573873]  [<ffffffff8112ca5d>] ? shrink_zone+0x34d/0x520
[4448423.573875]  [<ffffffff8109bf59>] ? ktime_get_ts+0xa9/0xe0
[4448423.573878]  [<ffffffff8112cd2e>] ? do_try_to_free_pages+0xfe/0x520
[4448423.573881]  [<ffffffff81115eef>] ? zone_watermark_ok+0x1f/0x30
[4448423.573883]  [<ffffffff8112d33f>] ? try_to_free_pages+0x9f/0x130
[4448423.573885]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448423.573888]  [<ffffffff81125498>] ? __alloc_pages_nodemask+0x408/0x930
[4448423.573891]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448423.573893]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448423.573895]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448423.573897]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448423.573900]  [<ffffffff81133ae1>] ? kstrdup+0x41/0x70
[4448423.573902]  [<ffffffff81160cb9>] ? __kmalloc+0x189/0x220
[4448423.573904]  [<ffffffff81133ae1>] ? kstrdup+0x41/0x70
[4448423.573907]  [<ffffffff811b6b4f>] ? fsnotify_create_event+0xbf/0x1a0
[4448423.573909]  [<ffffffff811b67c0>] ? fsnotify+0x140/0x160
[4448423.573912]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448423.573914]  [<ffffffff811b69ee>] ? __fsnotify_parent+0xfe/0x120
[4448423.573916]  [<ffffffff81177fca>] ? vfs_write+0x10a/0x1a0
[4448423.573918]  [<ffffffff81178981>] ? sys_write+0x51/0x90
[4448423.573921]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448423.573922] Code: 00 00 00 01 74 05 e8 c2 ed d7 ff c9 c3 55 48 89 e5 0f 1f 44 00 00 b8 00 00 01 00 f0 0f c1 07 0f b7 d0 c1 e8 10 39 c2 74 0e f3 90 <0f> b7 17 eb f5 83 3f 00 75 f4 eb df c9 c3 0f 1f 40 00 55 48 89 
[4448423.573935] Call Trace:
[4448423.573937]  [<ffffffff8112b7e4>] ? shrink_page_list.clone.0+0x504/0x600
[4448423.573940]  [<ffffffff81047da9>] ? flush_tlb_others_ipi+0x69/0x130
[4448423.573942]  [<ffffffff81047ee6>] ? native_flush_tlb_others+0x76/0x90
[4448423.573945]  [<ffffffff8104800e>] ? flush_tlb_page+0x5e/0xb0
[4448423.573947]  [<ffffffff81046f50>] ? ptep_clear_flush_young+0x50/0x70
[4448423.573950]  [<ffffffff81146874>] ? page_referenced_one+0xa4/0x1e0
[4448423.573952]  [<ffffffff8114738f>] ? page_referenced+0x25f/0x370
[4448423.573955]  [<ffffffff8112c3d4>] ? shrink_active_list+0x1d4/0x510
[4448423.573957]  [<ffffffff8112665a>] ? determine_dirtyable_memory+0x1a/0x30
[4448423.573960]  [<ffffffff8112ca5d>] ? shrink_zone+0x34d/0x520
[4448423.573962]  [<ffffffff8109bf59>] ? ktime_get_ts+0xa9/0xe0
[4448423.573964]  [<ffffffff8112cd2e>] ? do_try_to_free_pages+0xfe/0x520
[4448423.573967]  [<ffffffff81115eef>] ? zone_watermark_ok+0x1f/0x30
[4448423.573969]  [<ffffffff8112d33f>] ? try_to_free_pages+0x9f/0x130
[4448423.573972]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448423.573974]  [<ffffffff81125498>] ? __alloc_pages_nodemask+0x408/0x930
[4448423.573977]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448423.573979]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448423.573981]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448423.573983]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448423.573986]  [<ffffffff81133ae1>] ? kstrdup+0x41/0x70
[4448423.573988]  [<ffffffff81160cb9>] ? __kmalloc+0x189/0x220
[4448423.573990]  [<ffffffff81133ae1>] ? kstrdup+0x41/0x70
[4448423.573992]  [<ffffffff811b6b4f>] ? fsnotify_create_event+0xbf/0x1a0
[4448423.573994]  [<ffffffff811b67c0>] ? fsnotify+0x140/0x160
[4448423.573996]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448423.573999]  [<ffffffff811b69ee>] ? __fsnotify_parent+0xfe/0x120
[4448423.574001]  [<ffffffff81177fca>] ? vfs_write+0x10a/0x1a0
[4448423.574003]  [<ffffffff81178981>] ? sys_write+0x51/0x90
[4448423.574005]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448425.834316] tg3 0000:03:00.0: eth0: transmit timed out, resetting
[4448427.087217] tg3 0000:03:00.0: eth0: 0x00000000: 0x165714e4, 0x00100446, 0x02000001, 0x00800010
[4448427.087220] tg3 0000:03:00.0: eth0: 0x00000010: 0xf6bf000c, 0x00000000, 0xf6be000c, 0x00000000
[4448427.087223] tg3 0000:03:00.0: eth0: 0x00000020: 0xf6bd000c, 0x00000000, 0x00000000, 0x169d103c
[4448427.087226] tg3 0000:03:00.0: eth0: 0x00000030: 0x00000000, 0x00000048, 0x00000000, 0x00000105
[4448427.087230] tg3 0000:03:00.0: eth0: 0x00000040: 0x00000000, 0x03000000, 0xc8035001, 0x64002008
[4448427.087233] tg3 0000:03:00.0: eth0: 0x00000050: 0x81645803, 0x78000000, 0x0086a005, 0x00000000
[4448427.087236] tg3 0000:03:00.0: eth0: 0x00000060: 0x00000000, 0x00000000, 0xf0010298, 0x00380081
[4448427.087239] tg3 0000:03:00.0: eth0: 0x00000070: 0x000710b0, 0x20400100, 0x00007020, 0x00000000
[4448427.087242] tg3 0000:03:00.0: eth0: 0x00000080: 0x00000000, 0x40000040, 0x00000000, 0x0000074f
[4448427.087245] tg3 0000:03:00.0: eth0: 0x00000090: 0x00000000, 0x00000000, 0x00000000, 0x000007e1
[4448427.087248] tg3 0000:03:00.0: eth0: 0x000000a0: 0x8010ac11, 0x00000004, 0x00001004, 0x00020010
[4448427.087251] tg3 0000:03:00.0: eth0: 0x000000b0: 0x10008d81, 0x00105426, 0x00055c42, 0x10420000
[4448427.087254] tg3 0000:03:00.0: eth0: 0x000000d0: 0x0000001f, 0x00000000, 0x00000000, 0x00000001
[4448427.087258] tg3 0000:03:00.0: eth0: 0x000000f0: 0x00000000, 0x05719001, 0x00000000, 0x000efcf3
[4448427.087261] tg3 0000:03:00.0: eth0: 0x00000100: 0x13c10001, 0x00100000, 0x00100000, 0x00000020
[4448427.087264] tg3 0000:03:00.0: eth0: 0x00000110: 0x00002000, 0x00000000, 0x000000a0, 0x04000001
[4448427.087266] tg3 0000:03:00.0: eth0: 0x00000120: 0x0010000f, 0x03070000, 0x00000000, 0x00000000
[4448427.087269] tg3 0000:03:00.0: eth0: 0x00000130: 0x00000000, 0x00000000, 0x00000000, 0x15010003
[4448427.087272] tg3 0000:03:00.0: eth0: 0x00000140: 0x239cead8, 0x00002880, 0x00000000, 0x00000000
[4448427.087274] tg3 0000:03:00.0: eth0: 0x00000150: 0x16010004, 0x00000000, 0x0007812c, 0x00000001
[4448427.087277] tg3 0000:03:00.0: eth0: 0x00000160: 0x00010002, 0x00000000, 0x00000000, 0x00000000
[4448427.087280] tg3 0000:03:00.0: eth0: 0x00000170: 0x00000000, 0x800000ff, 0x00000000, 0x00000000
[4448427.087282] tg3 0000:03:00.0: eth0: 0x00000200: 0x00000000, 0x03000000, 0x00000000, 0x66000000
[4448427.087285] tg3 0000:03:00.0: eth0: 0x00000210: 0x00000000, 0x5b000000, 0x00000000, 0x00000001
[4448427.087288] tg3 0000:03:00.0: eth0: 0x00000220: 0x00000000, 0x5d000000, 0x00000000, 0x00000000
[4448427.087290] tg3 0000:03:00.0: eth0: 0x00000260: 0x00000000, 0x00000000, 0x00000000, 0x000007e1
[4448427.087293] tg3 0000:03:00.0: eth0: 0x00000280: 0x00000000, 0x0000074f, 0x00000000, 0x00000e34
[4448427.087296] tg3 0000:03:00.0: eth0: 0x00000290: 0x00000000, 0x000007b7, 0x00000000, 0x00000896
[4448427.087298] tg3 0000:03:00.0: eth0: 0x00000300: 0x000001f5, 0x00000140, 0x0000015f, 0x0000013c
[4448427.087301] tg3 0000:03:00.0: eth0: 0x00000400: 0x18e04808, 0x00400000, 0x00001000, 0x00000c80
[4448427.087304] tg3 0000:03:00.0: eth0: 0x00000410: 0x00002880, 0x239cead8, 0x00002880, 0x239cead8
[4448427.087306] tg3 0000:03:00.0: eth0: 0x00000420: 0x00002880, 0x239cead8, 0x00002880, 0x239cead8
[4448427.087309] tg3 0000:03:00.0: eth0: 0x00000430: 0x00000400, 0x00000000, 0x000002dd, 0x000005f2
[4448427.087312] tg3 0000:03:00.0: eth0: 0x00000440: 0x00000000, 0x00000000, 0x00000000, 0x082a3800
[4448427.087314] tg3 0000:03:00.0: eth0: 0x00000450: 0x00000001, 0x00008000, 0x00000000, 0x00000102
[4448427.087317] tg3 0000:03:00.0: eth0: 0x00000460: 0x00000008, 0x00002620, 0x01ff0002, 0x00000000
[4448427.087320] tg3 0000:03:00.0: eth0: 0x00000470: 0x00000000, 0x10000000, 0x00000400, 0x40000002
[4448427.087322] tg3 0000:03:00.0: eth0: 0x00000480: 0x42000000, 0x7fffffff, 0x06000004, 0x7fffffff
[4448427.087325] tg3 0000:03:00.0: eth0: 0x00000500: 0x00000008, 0x00000002, 0x00000000, 0x00000000
[4448427.087328] tg3 0000:03:00.0: eth0: 0x00000540: 0x00003863, 0xbb45c53f, 0x00000000, 0x00000000
[4448427.087330] tg3 0000:03:00.0: eth0: 0x00000590: 0x00e00000, 0x00000000, 0x00000000, 0x00000000
[4448427.087333] tg3 0000:03:00.0: eth0: 0x000005b0: 0x00000000, 0xc0000000, 0x00000000, 0x00000000
[4448427.087336] tg3 0000:03:00.0: eth0: 0x000005c0: 0xac5bdfb8, 0x2bec3f83, 0x00000000, 0x00000000
[4448427.087338] tg3 0000:03:00.0: eth0: 0x00000600: 0xffffffff, 0x00f80011, 0x00000000, 0x00001f0c
[4448427.087341] tg3 0000:03:00.0: eth0: 0x00000610: 0xffffffff, 0x00000000, 0x07c00004, 0x30000000
[4448427.087344] tg3 0000:03:00.0: eth0: 0x00000620: 0x00000040, 0x00000000, 0x00000000, 0x00000000
[4448427.087346] tg3 0000:03:00.0: eth0: 0x00000630: 0x01230123, 0x01230123, 0x01230123, 0x01230123
[4448427.087349] tg3 0000:03:00.0: eth0: 0x00000640: 0x01230123, 0x01230123, 0x01230123, 0x01230123
[4448427.087352] tg3 0000:03:00.0: eth0: 0x00000650: 0x01230123, 0x01230123, 0x01230123, 0x01230123
[4448427.087354] tg3 0000:03:00.0: eth0: 0x00000660: 0x01230123, 0x01230123, 0x01230123, 0x01230123
[4448427.087357] tg3 0000:03:00.0: eth0: 0x00000670: 0x5f865437, 0xe4ac62cc, 0x50103a45, 0x36621985
[4448427.087360] tg3 0000:03:00.0: eth0: 0x00000680: 0xbf14c0e8, 0x1bc27a1e, 0x84f4b556, 0x094ea6fe
[4448427.087362] tg3 0000:03:00.0: eth0: 0x00000690: 0x7dda01e7, 0xc04d7481, 0x00000000, 0x00000000
[4448427.087365] tg3 0000:03:00.0: eth0: 0x000006c0: 0x00000000, 0x00000000, 0x04000000, 0x00000000
[4448427.087368] tg3 0000:03:00.0: eth0: 0x00000800: 0x00000000, 0xffffffff, 0x00000000, 0x00000000
[4448427.087370] tg3 0000:03:00.0: eth0: 0x00000810: 0x00000000, 0xffffffff, 0x00000000, 0x00000000
[4448427.087373] tg3 0000:03:00.0: eth0: 0x00000820: 0x00000000, 0x00000000, 0xffffffff, 0x00000000
[4448427.087376] tg3 0000:03:00.0: eth0: 0x00000830: 0x00000000, 0xffffffff, 0xffffffff, 0xffffffff
[4448427.087378] tg3 0000:03:00.0: eth0: 0x00000840: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448427.087381] tg3 0000:03:00.0: eth0: 0x00000850: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448427.087384] tg3 0000:03:00.0: eth0: 0x00000860: 0xffffffff, 0xffffffff, 0xffffffff, 0x00000000
[4448427.087386] tg3 0000:03:00.0: eth0: 0x00000880: 0x00004bf9, 0x00000000, 0x00000000, 0x00000004
[4448427.087389] tg3 0000:03:00.0: eth0: 0x00000890: 0x00000003, 0x00000121, 0x00000000, 0x00000000
[4448427.087392] tg3 0000:03:00.0: eth0: 0x000008f0: 0x00000001, 0x00000000, 0x00000000, 0x00000000
